Phase,Stack,Mode,Profile,Dataset,BookCount,Scenario,Status,ProcessRuns,PassSamples,FailedSamples,UnsupportedSamples,wall_time_ms_count,wall_time_ms_median,wall_time_ms_p10,wall_time_ms_p90,wall_time_ms_mean,wall_time_ms_stdev,wall_time_ms_min,wall_time_ms_max,natural_lua_heap_kb_count,natural_lua_heap_kb_median,natural_lua_heap_kb_p10,natural_lua_heap_kb_p90,natural_lua_heap_kb_mean,natural_lua_heap_kb_stdev,natural_lua_heap_kb_min,natural_lua_heap_kb_max,lua_heap_delta_kb_count,lua_heap_delta_kb_median,lua_heap_delta_kb_p10,lua_heap_delta_kb_p90,lua_heap_delta_kb_mean,lua_heap_delta_kb_stdev,lua_heap_delta_kb_min,lua_heap_delta_kb_max,rss_kb_count,rss_kb_median,rss_kb_p10,rss_kb_p90,rss_kb_mean,rss_kb_stdev,rss_kb_min,rss_kb_max,set_dirty_calls_count,set_dirty_calls_median,set_dirty_calls_p10,set_dirty_calls_p90,set_dirty_calls_mean,set_dirty_calls_stdev,set_dirty_calls_min,set_dirty_calls_max,refresh_count_count,refresh_count_median,refresh_count_p10,refresh_count_p90,refresh_count_mean,refresh_count_stdev,refresh_count_min,refresh_count_max,full_refreshes_count,full_refreshes_median,full_refreshes_p10,full_refreshes_p90,full_refreshes_mean,full_refreshes_stdev,full_refreshes_min,full_refreshes_max,partial_refreshes_count,partial_refreshes_median,partial_refreshes_p10,partial_refreshes_p90,partial_refreshes_mean,partial_refreshes_stdev,partial_refreshes_min,partial_refreshes_max,unique_dirty_pct_count,unique_dirty_pct_median,unique_dirty_pct_p10,unique_dirty_pct_p90,unique_dirty_pct_mean,unique_dirty_pct_stdev,unique_dirty_pct_min,unique_dirty_pct_max,cumulative_dirty_screen_equivalents_count,cumulative_dirty_screen_equivalents_median,cumulative_dirty_screen_equivalents_p10,cumulative_dirty_screen_equivalents_p90,cumulative_dirty_screen_equivalents_mean,cumulative_dirty_screen_equivalents_stdev,cumulative_dirty_screen_equivalents_min,cumulative_dirty_screen_equivalents_max,largest_single_dirty_pct_count,largest_single_dirty_pct_median,largest_single_dirty_pct_p10,largest_single_dirty_pct_p90,largest_single_dirty_pct_mean,largest_single_dirty_pct_stdev,largest_single_dirty_pct_min,largest_single_dirty_pct_max,visible_count_before_count,visible_count_before_median,visible_count_before_p10,visible_count_before_p90,visible_count_before_mean,visible_count_before_stdev,visible_count_before_min,visible_count_before_max,visible_count_after_count,visible_count_after_median,visible_count_after_p10,visible_count_after_p90,visible_count_after_mean,visible_count_after_stdev,visible_count_after_min,visible_count_after_max,total_pages_count,total_pages_median,total_pages_p10,total_pages_p90,total_pages_mean,total_pages_stdev,total_pages_min,total_pages_max,forced_gc_live_heap_kb_count,forced_gc_live_heap_kb_median,forced_gc_live_heap_kb_p10,forced_gc_live_heap_kb_p90,forced_gc_live_heap_kb_mean,forced_gc_live_heap_kb_stdev,forced_gc_live_heap_kb_min,forced_gc_live_heap_kb_max
phase2,R0_stock,warm,real,real_2692,2692,library_first_render,PASS,1,10,0,0,10,31.516,30.4195,44.4574,34.0026,5.9501463511412895,28.687,45.685,10,15077.107421875,9236.554882812501,20294.6961914058,14968.01328125,4084.482665155926,9219.2333984375,20317.8984375,10,2595.4892578125,-11076.8549804687,3251.3009765625,-0.3581054686999778,5845.651052476096,-11082.106445312,3306.146484375,10,183472.0,183472.0,183472.0,183472.0,0.0,183472.0,183472.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,library_folder_back,PASS,1,10,0,0,10,85.734,74.0451,130.0419,92.5721,22.243045412243152,69.483,135.774,10,28713.8271484375,23612.758789063,34356.6875976563,29081.641992187797,4920.038871262611,20837.788085938,37003.444335938,10,5011.43212890625,-4941.637792968751,5237.495800781249,2428.614453125,4677.073674936514,-7205.9296875,5322.298828125,10,209048.0,205481.6,220768.0,211324.8,6088.77402000326,204128.0,220768.0,10,7.0,3.9,9.299999999999999,6.8,2.573367875415838,3.0,12.0,10,7.0,3.9,9.299999999999999,6.8,2.573367875415838,3.0,12.0,10,6.0,2.9000000000000004,8.299999999999999,5.8,2.573367875415838,2.0,11.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,6.0983009708738,2.9983009708738004,8.398300970873818,5.89830097087382,2.5733678754158826,2.0983009708738,11.098300970874,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,library_folder_enter,PASS,1,10,0,0,10,22.102,16.211000000000002,36.44239999999999,24.8477,9.42583787080314,14.726,44.672,10,18630.521484375,14843.5128906246,24181.587207031196,19407.2807617188,4277.4764935419125,14733.018554688,27330.051757812,10,1479.306640625,-5048.21455078125,2653.96533203125,346.3525390625,3256.1079798303176,-6460.8076171875,2779.890625,10,194064.0,187577.6,199964.80000000002,193912.0,5084.500543591059,187088.0,200224.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,1.0983009708738,1.0983009708738,1.0983009708738,1.0983009708738,0.0,1.0983009708738,1.0983009708738,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,library_sequential_paging,PASS,1,30,0,0,30,28.045,16.705,38.935900000000004,28.4934,10.211321784818235,14.605,54.044,30,10599.7177734375,9598.7880859375,11985.648535156299,10705.106184895832,882.1094703892204,9516.4326171875,12523.106445312,30,452.7451171875,-2030.029296875,537.2520507812501,-2.464973958333333,1062.8117263885883,-2838.369140625,558.3251953125,30,183584.0,183534.4,183584.0,183571.2,22.78293372165923,183504.0,183584.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,100.0,100.0,100.0,100.0,0.0,100.0,100.0,30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30,100.0,100.0,100.0,100.0,0.0,100.0,100.0,30,10.0,10.0,10.0,10.0,0.0,10.0,10.0,30,10.0,10.0,10.0,10.0,0.0,10.0,10.0,30,51.0,51.0,51.0,51.0,0.0,51.0,51.0,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,open_book,PASS,1,10,0,0,10,97.84700000000001,74.2754,108.9684,93.56219999999999,15.423671661154845,72.137,114.21,10,26961.990722656003,25691.0921875,28057.4639648442,26900.611328125,1145.722738590134,25603.43359375,28131.1171875,10,-688.525390625,-1466.03212890625,461.49921874999967,-642.29013671875,1044.876581303662,-2493.3583984375,1208.263671875,10,347584.0,347584.0,347584.0,347584.0,0.0,347584.0,347584.0,10,9.0,8.899999999999999,9.0,8.9,0.31622776601683794,8.0,9.0,10,9.0,8.899999999999999,9.0,8.9,0.31622776601683794,8.0,9.0,10,9.0,8.899999999999999,9.0,8.9,0.31622776601683794,8.0,9.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,9.0,8.899999999999999,9.0,8.9,0.31622776601683794,8.0,9.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,open_book_minimal,PASS,1,10,0,0,10,147.92399999999998,118.9537,184.3883,151.7901,31.094793688726163,110.761,208.412,10,28166.23828125,27949.488671875002,29627.1540039058,28614.422265625,797.8455091357167,27712.890625,29725.80859375,10,-2304.1748046875,-3905.8132812500003,1237.15068359375,-1696.2837890625,2240.630581535941,-3952.3056640625,1261.4111328125,10,347584.0,319696.0,347584.0,341574.4,11609.33803453065,319696.0,347584.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,open_quick_settings,PASS,1,10,0,0,10,8.373999999999999,7.6518,8.7974,8.2974,0.5057129620644502,7.407,8.828,10,30645.313476562,29635.302343750398,31618.5040039063,30639.5685546874,850.5537594218197,29323.313476562,31916.471679688,10,242.8251953125,226.50615234375,277.9474609375,246.4837890625,19.706059267278672,224.6455078125,281.974609375,10,347584.0,347584.0,347584.0,347584.0,0.0,347584.0,347584.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,10,2.0,2.0,2.0,2.0,0.0,2.0,2.0,10,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,repeated_nav,PASS,1,1,0,0,1,2447.845,2447.845,2447.845,2447.845,0.0,2447.845,2447.845,1,29781.703125,29781.703125,29781.703125,29781.703125,0.0,29781.703125,29781.703125,1,-7652.5615234375,-7652.5615234375,-7652.5615234375,-7652.5615234375,0.0,-7652.5615234375,-7652.5615234375,1,347584.0,347584.0,347584.0,347584.0,0.0,347584.0,347584.0,1,32.0,32.0,32.0,32.0,0.0,32.0,32.0,1,32.0,32.0,32.0,32.0,0.0,32.0,32.0,1,32.0,32.0,32.0,32.0,0.0,32.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,1,32.0,32.0,32.0,32.0,0.0,32.0,32.0,1,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R0_stock,warm,real,real_2692,2692,start_to_home,UNSUPPORTED,1,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase2,R10_simpleui_vos_bookshelf,paging,paging,real_2692,2692,bookshelf_cached_paging,PASS,3,90,0,0,90,170.5665,163.70129999999997,188.97660000000005,174.0934777777778,10.507725634271129,160.053,204.032,90,37042.586425781,24292.801171875,46786.1310546875,35876.50618489582,8797.066566120042,22561.740234375,48444.098632812,90,1250.638671875,-879.1488281249998,2076.263281250003,-293.4609157986056,6234.182604764404,-25156.1640625,3500.251953125,90,231072.0,201424.0,238400.0,223810.3111111111,15940.36573223473,201424.0,238400.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.199029126214,64.199029126214,64.199029126214,64.199029126214,0.0,64.199029126214,64.199029126214,90,1.2034720913061,1.2034720913061,1.2034720913060997,1.2034720913061,0.0,1.2034720913061,1.2034720913061,90,64.199029126214,64.199029126214,64.199029126214,64.199029126214,0.0,64.199029126214,64.199029126214,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,8.0,8.0,8.0,8.0,0.0,8.0,8.0,90,64.0,64.0,64.0,64.0,0.0,64.0,64.0,,,,,,,,
